id,tastesgood,caffeine,ritual,laxative,other,selection_ct
bl4Qlo,1,0,0,0,0,1
PABJ0Q,,,,,,0
42NVkO,0,1,0,0,0,1
9dJjdY,1,1,0,0,0,2
WApV0J,1,0,0,0,0,1
1r2oEM,1,1,1,1,0,4
jB9AME,1,0,0,0,0,1
GrBAro,1,0,0,0,0,1
KMBK67,1,0,1,1,0,3
xdN5QG,1,0,0,0,0,1
XeBPe4,1,0,0,1,0,2
8dp4kx,1,0,1,0,0,2
EPb71N,1,1,1,0,0,3
qbE1Wd,,,,,,0
eBxWBO,1,0,1,0,0,2
6dQExe,1,1,0,0,0,2
24xGrp,1,0,0,0,0,1
0EjRbQ,,,,,,0
5dqP2M,1,1,1,0,0,3
QABlrg,1,0,1,1,0,3
xdN5Qo,1,1,1,0,0,3
MAdpJg,,,,,,0
vNx5AQ,0,1,0,0,0,1
YZzldq,1,1,0,0,0,2
RzByYp,,,,,,0
zKQ5zq,1,0,1,0,0,2
5dqPkd,1,0,0,0,0,1
dY2eZN,,,,,,0
1r2ovO,1,1,1,0,0,3
PABJB0,1,0,1,0,0,2
AlbeDW,1,1,0,0,0,2
GrBA1o,1,1,0,0,0,2
6dQE15,1,1,1,0,0,3
LdMLG1,1,1,1,1,0,4
LdML0G,1,1,0,0,0,2
zKQ5Kq,1,1,0,0,0,2
J2kvJY,1,1,0,0,0,2
rlrMVM,1,1,1,1,0,4
DVv6eb,1,0,0,0,0,1
5dqPdd,1,1,1,0,0,3
RzByLl,1,0,0,0,0,1
5dqPvP,1,0,1,0,0,2
YZzlV0,1,0,0,0,0,1
vNx54A,1,0,0,0,0,1
XeBPG4,,,,,,0
jB9ABE,1,0,1,1,0,3
PABJ8P,,,,,,0
RzBy4J,1,0,0,0,0,1
jB9AxR,1,0,0,0,0,1
dY2eYA,1,1,0,0,0,2
0EjRJ0,1,0,0,0,0,1
PABJvP,1,1,1,1,0,4
DVv60p,1,0,1,0,0,2
rlrMKv,1,1,1,0,0,3
9dJjJ4,1,0,0,0,0,1
oAVL0M,1,1,0,0,0,2
vNx5Od,1,1,0,0,0,2
QABlYA,1,0,1,0,0,2
24xGkp,1,0,1,0,0,2
7d9roL,1,1,1,0,0,3
lNlkNW,1,0,0,0,0,1
g5N64N,1,0,1,0,0,2
g5N65d,1,0,1,0,0,2
7d9rdA,1,1,1,0,0,3
lNlkL5,1,0,1,0,0,2
rlrMKM,,,,,,0
0EjRoQ,1,1,1,0,0,3
GrBA1j,1,0,0,0,0,1
qbE1b7,1,1,1,0,0,3
oAVLVM,1,1,1,0,0,3
RzByRl,1,0,0,0,0,1
g5N6QK,1,1,1,0,0,3
GrBAYz,,,,,,0
QABlBk,1,1,0,0,0,2
vNx5NQ,1,1,1,1,0,4
6dQEro,1,1,1,1,0,4
eBxWNo,1,0,0,0,0,1
NAB1MN,1,1,1,1,0,4
dY2eDy,1,1,0,0,0,2
MAdpvE,1,0,0,0,0,1
MAdp5Y,1,1,1,0,0,3
9dJjE1,1,0,0,0,0,1
PABJ20,1,1,1,0,0,3
8dp4eA,1,0,0,0,0,1
DVv65b,1,1,0,0,0,2
qbE1o8,1,0,1,0,0,2
OABMBA,1,1,1,0,0,3
oAVLlM,1,1,1,0,0,3
5dqPEb,1,0,0,0,0,1
6dQEOO,1,1,1,0,0,3
jB9A99,1,1,1,0,0,3
7d9r46,1,0,1,0,0,2
qbE1Yk,1,1,1,0,0,3
pLPpWZ,1,0,0,0,0,1
VZ1Olv,1,0,1,0,0,2
OABMJp,1,1,1,0,0,3
aBrqry,1,1,0,0,0,2
7d9r9z,1,0,1,0,0,2
oAVLl5,1,1,1,1,0,4
aBrqZW,1,1,1,1,0,4
lNlk06,1,1,1,1,0,4
ZdRrGv,1,0,0,0,0,1
xdN5ZG,1,1,1,0,0,3
lNlkYV,1,0,1,0,0,2
VZ1OME,1,0,0,0,0,1
rlrMrL,1,0,1,0,1,3
42NVAd,1,0,0,0,0,1
jB9AJ1,1,1,1,0,0,3
rlrMr5,1,1,1,1,0,4
WApVpQ,1,1,1,0,0,3
ZdRrvA,1,1,1,1,0,4
8dp4dx,0,0,1,0,0,1
vNx5JX,1,0,0,0,0,1
zKQ5e1,0,1,0,1,0,2
lNlkKV,1,1,0,0,0,2
rlrMJX,1,0,1,0,0,2
8dp4PY,0,1,0,1,0,2
LdMLaz,1,0,1,0,0,2
rlrM0L,1,1,1,0,0,3
PABJBd,,,,,,0
NAB1Rp,1,1,1,0,0,3
42NV9d,1,1,0,0,0,2
jB9A76,1,1,0,0,0,2
OABMLK,1,0,0,0,0,1
GrBABz,1,1,1,0,0,3
YZzlY6,1,0,0,0,0,1
YZzlo0,1,1,0,0,0,2
g5N671,1,0,1,0,1,3
qbE1k5,1,1,0,0,0,2
7d9r16,1,0,0,0,0,1
24xGkV,1,1,1,1,0,4
BGbWA4,1,1,0,1,0,3
rlrMJp,1,0,0,0,0,1
bl4Qr2,1,1,1,0,0,3
aBrqDE,1,0,0,0,0,1
YZzlrq,1,1,1,1,0,4
VZ1O9l,1,0,1,0,0,2
EPb7Lo,1,1,1,0,0,3
jB9A09,1,1,1,0,0,3
GrBAL2,1,1,0,0,0,2
EPb7Z2,1,1,0,0,0,2
EPb7vA,0,1,0,0,0,1
42NVPo,1,1,1,0,0,3
g5N6JM,1,1,0,0,0,2
9dJj2K,1,1,0,0,0,2
xdN5Rk,1,0,0,0,0,1
24xGvA,1,1,1,1,1,5
AlbeWo,1,0,1,1,0,3
ZdRrza,1,0,0,1,0,2
qbE1Ek,1,0,1,0,0,2
1r2oN4,1,0,0,0,0,1
VZ1ObN,1,1,0,1,0,3
24xGxA,1,0,1,0,0,2
pLPpRy,1,1,1,1,0,4
J2kvk7,1,1,1,0,0,3
oAVL55,1,1,1,1,0,4
lNlkWp,1,1,0,0,0,2
QABl8l,1,1,1,0,0,3
eBxWxo,0,0,0,0,1,1
eBxW2E,1,0,0,0,0,1
rlrMd5,1,1,0,0,0,2
8dp4Ak,1,1,0,0,0,2
RzByvv,1,1,1,1,0,4
rlrM2p,0,0,1,0,0,1
24xG1g,1,0,0,0,0,1
EPb7BL,1,1,0,1,0,3
eBxWKJ,1,1,0,0,0,2
zKQ5J8,1,1,0,0,0,2
ZdRrZ5,1,1,1,1,0,4
1r2o2L,1,0,0,0,0,1
xdN599,1,0,1,0,0,2
YZzlpz,1,1,1,0,0,3
bl4Q82,1,0,0,0,0,1
PABJ80,1,1,0,0,0,2
24xGOb,1,1,0,0,0,2
5dqPGP,1,1,1,0,0,3
bl4Q4E,1,1,1,0,0,3
KMBKBK,1,0,1,0,0,2
DVv6Jj,1,1,1,1,0,4
eBxW7E,1,1,1,0,0,3
GrBAoz,1,0,0,0,0,1
EPb70o,1,0,1,0,0,2
kYRBJd,1,0,1,0,0,2
J2kv2d,1,1,1,1,0,4
OABMdk,1,1,0,0,0,2
LdMLvz,1,0,0,0,1,2
0EjRv0,1,1,1,0,0,3
VZ1OZv,1,0,0,0,0,1
5dqPLM,1,0,0,0,0,1
LdMLXG,1,0,0,0,0,1
RzByZP,1,1,1,1,0,4
42NVvB,1,1,0,1,0,3
GrBAqO,1,0,0,0,0,1
BGbWj4,1,0,0,1,1,3
BGbWB7,1,1,0,0,0,2
ylq5o6,1,1,1,0,0,3
J2kvLJ,1,0,1,0,0,2
42NVjb,0,0,1,0,0,1
bl4Q2E,1,1,1,0,0,3
5dqPev,1,0,0,0,0,1
6dQEvO,1,0,0,0,0,1
jB9ALR,1,1,1,0,0,3
9dJjpK,1,0,0,0,0,1
LdMLE2,1,1,0,0,0,2
xdN54E,1,0,1,0,0,2
J2kvV7,1,0,1,0,0,2
8dp46k,1,1,1,0,0,3
1r2oD4,1,1,1,0,0,3
bl4QK0,1,1,0,1,1,4
DVv6AX,1,0,1,0,0,2
QABlxk,1,0,0,0,0,1
aBrqjy,1,0,1,0,0,2
XeBP1e,1,1,1,1,1,5
qbE1P2,1,1,0,0,0,2
9dJjlG,0,1,1,0,0,2
WApVPJ,1,1,1,1,0,4
jB9A5Y,1,1,1,0,0,3
OABMjA,1,1,1,0,0,3
DVv6V5,1,0,1,0,0,2
XeBPMd,1,0,1,1,0,3
6dQEAo,1,0,1,0,0,2
jB9AG9,1,1,1,0,0,3
pLPpVV,1,0,0,0,0,1
rlrMYo,,,,,,0
5dqPpQ,1,0,1,0,0,2
rlrMbN,,,,,,0
zKQ51g,1,1,1,1,0,4
7d9rp2,1,1,0,0,0,2
5dqPMQ,1,1,0,0,0,2
9dJjrE,1,0,1,0,0,2
MAdp78,1,0,0,0,0,1
kYRBpo,,,,,,0
pLPpz1,1,1,1,1,0,4
KMBKgX,1,0,1,0,0,2
QABlk1,,,,,,0
XeBPzz,,,,,,0
8dp4gP,,,,,,0
PABJ41,1,1,0,0,0,2
QABlO1,1,0,0,0,0,1
RzByjK,1,0,0,0,0,1
kYRBrr,1,1,0,0,0,2
PABJGx,1,1,1,0,0,3
vNx5gl,1,0,0,0,0,1
eBxWzx,1,0,1,0,0,2
WApVZe,1,1,0,0,0,2
Albeae,1,1,0,1,0,3
lNlkMX,1,0,0,0,0,1
OABMVa,1,0,0,0,0,1
XeBP2z,1,1,0,1,0,3
eBxWpl,1,1,0,0,0,2
EPb7gB,1,1,0,0,0,2
RzBy2K,1,1,1,0,0,3
1r2oBg,,,,,,0
GrBAjZ,1,0,0,0,0,1
KMBKaD,1,1,1,0,0,3
ZdRrQV,1,1,0,0,0,2
1r2oRg,1,0,1,0,0,2
kYRBkZ,1,1,0,1,0,3
oAVLzb,1,0,0,0,0,1
aBrqzZ,1,0,0,0,0,1
rlrMvX,1,1,1,0,0,3
EPb76l,1,0,0,0,0,1
24xGDM,1,0,1,0,0,2
7d9rPa,1,1,1,1,0,4
DVv69R,1,1,1,1,0,4
42NVdA,1,1,1,1,0,4
g5N6OP,1,0,1,0,0,2
J2kvZR,1,0,0,0,0,1
RzBylj,1,0,0,0,0,1
qbE1zO,1,1,1,0,0,3
jB9AEQ,1,0,0,0,0,1
xdN5ov,1,0,0,0,0,1
9dJja5,1,0,1,0,0,2
EPb7N2,0,0,0,0,0,0
kYRBQe,1,0,1,0,0,2
24xGVD,1,1,1,0,0,3
VZ1O46,1,1,1,0,0,3
PABJee,1,0,0,0,0,1
eBxWYQ,1,1,0,1,0,3
qbE1NO,1,1,1,0,0,3
oAVLaP,1,1,1,1,0,4
LdMLgl,1,1,0,0,0,2
ylq5zd,1,0,1,0,0,2
NAB1EO,1,1,1,0,0,3
7d9rj0,1,1,0,0,0,2
ZdRrKB,1,1,0,0,0,2
xdN56d,1,0,1,0,0,2
rlrMg2,1,1,1,0,0,3
qbE1pg,0,1,0,1,0,2
pLPpXJ,1,1,1,0,0,3
xdN5vk,1,1,1,0,0,3
vNx5a0,1,1,1,0,0,3
LdML6J,1,0,1,0,0,2
bl4QML,,,,,,0
6dQEyJ,1,1,1,0,0,3
xdN5L5,1,1,0,0,0,2
OABMra,0,1,0,0,0,1
jB9AgQ,1,0,1,0,0,2
EPb7AB,1,1,0,0,0,2
GrBAQO,1,1,0,0,0,2
lNlk9v,1,1,1,0,0,3
eBxWox,1,0,1,0,1,3
VZ1OyM,1,1,1,1,0,4
KMBKNV,1,0,1,0,0,2
OABMyY,1,1,1,0,0,3
WApVjR,1,0,1,0,0,2
OABMKR,1,1,0,0,0,2
YZzlyW,,,,,,0
BGbWVK,1,1,1,0,0,3
XeBPyL,1,0,1,0,0,2
VZ1OBg,1,0,1,0,0,2
1r2ox1,1,1,0,0,0,2
LdMLVl,1,0,1,0,0,2
oAVLQO,1,1,0,0,0,2
pLPpNJ,1,0,0,0,0,1
eBxWPk,1,1,1,0,0,3
VZ1Oxj,0,0,0,0,1,1
zKQ54R,1,1,1,1,0,4
Albeyl,1,0,0,0,0,1
eBxWyl,1,1,0,0,0,2
rlrM1R,1,0,0,0,0,1
24xGZD,1,0,1,0,0,2
VZ1Oyy,1,0,0,0,0,1
XeBPdg,1,1,1,0,0,3
rlrMRN,1,0,0,0,0,1
6dQEGk,1,1,1,0,0,3
EPb7YB,1,1,1,0,0,3
7d9rEa,1,0,0,0,0,1
ylq5Rx,1,1,1,0,0,3
MAdpgk,0,1,0,0,0,1
g5N6vJ,1,0,1,0,0,2
0EjRlB,1,1,1,0,0,3
9dJjPQ,1,1,1,1,0,4
AlbeND,1,0,1,0,0,2
OABMkM,1,0,1,0,0,2
zKQ5dk,1,0,0,0,0,1
7d9rgR,1,0,1,0,0,2
vNx5pl,1,1,0,0,0,2
EPb7e4,1,0,0,0,0,1
DVv6PZ,1,1,0,0,0,2
MAdpPk,1,1,1,0,0,3
ylq5rg,1,0,0,0,0,1
24xG7M,0,1,0,0,0,1
bl4Qz6,1,0,0,0,0,1
6dQE9Y,1,1,1,0,0,3
eBxWvQ,1,1,1,1,0,4
ZdRrXo,1,0,1,0,0,2
24xGy9,1,0,0,0,0,1
xdN57r,1,0,0,0,0,1
lNlkXk,1,0,1,0,0,2
9dJjyV,1,0,1,0,0,2
RzBy19,1,0,1,0,0,2
J2kvgK,1,0,1,0,1,3
J2kvbo,1,1,1,0,0,3
DVv6ZE,1,1,0,0,0,2
aBrq1B,,,,,,0
XeBPvY,1,1,1,0,0,3
ZdRrAo,1,1,0,0,0,2
NAB1O0,1,1,1,0,0,3
J2kvBr,1,0,1,0,0,2
ylq5px,0,1,1,0,0,2
KMBKRg,1,0,1,0,0,2
OABMyg,1,0,1,1,0,3
oAVLax,1,1,1,1,0,4
VZ1OXg,1,0,0,0,0,1
WApVdv,1,1,0,0,0,2
aBrqXB,0,0,1,0,0,1
EPb7rr,1,1,1,0,0,3
NAB1gO,1,1,0,0,1,3
XeBPkY,1,0,1,0,0,2
vNx5Wg,1,0,0,0,0,1
LdMLOy,1,1,1,1,0,4
aBrqa2,1,0,1,0,0,2
WApVXN,1,1,0,1,0,3
OABMeg,1,0,0,0,0,1
NAB1xl,1,1,1,0,0,3
dY2ekV,1,0,0,0,0,1
LdMLBv,1,1,0,0,0,2
Albe0e,1,1,0,0,0,2
eBxW8e,1,1,1,0,0,3
8dp4V5,1,1,1,0,0,3
1r2ozp,1,0,0,0,0,1
DVv6al,1,0,0,0,0,1
QABl4Y,1,0,0,1,0,2
DVv6EZ,1,0,0,0,0,1
J2kvxR,1,1,1,0,0,3
eBxWGe,1,0,0,0,0,1
KMBKA8,1,1,1,0,0,3
DVv6Wl,1,0,0,0,0,1
QABlyG,1,0,0,0,0,1
pLPp58,1,1,1,0,0,3
VZ1Oqj,1,0,1,1,0,3
XeBPNP,1,1,1,0,0,3
jB9Aq4,1,0,0,0,0,1
qbE1M9,1,1,1,0,0,3
5dqPON,1,0,0,0,0,1
rlrMW2,1,0,0,0,0,1
dY2ezr,1,1,1,1,0,4
oAVLgb,1,1,0,0,0,2
GrBAaZ,1,0,1,0,0,2
7d9rOZ,1,1,1,0,0,3
kYRB1e,1,1,0,0,0,2
24xGzj,1,1,0,0,0,2
XeBPQP,1,1,0,1,0,3
9dJj4E,1,1,1,0,0,3
MAdpqA,1,0,0,0,1,2
AlbeOz,1,1,0,0,0,2
NAB1Qj,1,0,1,0,0,2
GrBA5O,1,0,0,0,1,2
24xGYj,1,1,0,0,0,2
kYRBXR,1,0,1,0,0,2
WApV6N,1,0,1,0,0,2
dY2eXo,1,1,1,0,0,3
QABlp7,1,1,0,0,0,2
ylq5GX,1,1,0,0,0,2
EPb7Al,1,1,1,0,0,3
42NVEA,1,0,1,0,0,2
aBrqgb,0,1,1,0,0,2
42NVYX,1,1,0,0,0,2
oAVL1x,1,1,1,0,0,3
KMBKZV,1,1,1,0,0,3
1r2oyl,1,0,0,0,0,1
42NVEr,1,1,0,0,0,2
g5N614,0,1,1,0,0,2
0EjRyj,1,0,1,0,0,2
6dQEzJ,1,1,1,0,0,3
jB9Ara,1,0,0,0,0,1
dY2e4K,1,1,1,1,0,4
zKQ5vM,1,0,1,0,0,2
YZzlgW,0,1,0,0,0,1
pLPpZ1,1,0,1,0,0,2
J2kvro,1,0,1,0,0,2
xdN5B5,1,1,1,0,0,3
rlrMp2,1,0,1,0,0,2
QABlWG,1,1,1,0,0,3
vNx5d4,1,1,0,1,0,3
jB9AzQ,1,0,0,0,0,1
MAdp2M,1,0,0,0,1,2
7d9rYZ,1,0,1,0,0,2
g5N6XO,1,1,1,1,0,4
PABJr1,1,1,0,0,0,2
RzByg4,1,1,1,1,0,4
MAdpGl,1,1,0,0,0,2
g5N6rD,1,0,1,0,1,3
RzByaj,1,0,0,0,0,1
PABJLV,1,0,0,1,0,2
GrBA4k,1,1,1,0,0,3
zKQ5o0,1,1,1,0,0,3
dY2eyA,,,,,,0
GrBAOp,1,1,0,0,0,2
qbE1QY,1,0,0,0,0,1
9dJj0p,1,0,1,1,0,3
EPb77N,0,0,1,0,0,1
YZzlbB,1,1,0,0,0,2
Albeek,1,1,1,0,0,3
WApV7a,1,1,1,0,0,3
kYRBPM,0,0,1,0,0,1
GrBAAo,1,0,0,0,0,1
rlrMMl,1,0,0,0,0,1
VZ1Oag,1,1,0,0,0,2
5dqPa6,1,1,1,0,0,3
J2kvj4,1,0,0,0,0,1
XeBPAj,0,1,1,1,0,3
24xGdL,1,0,1,0,0,2
qbE117,1,1,0,0,0,2
42NVVk,1,0,1,0,0,2
5dqPYo,1,1,1,0,0,3
J2kv4d,1,1,1,1,0,4
EPb7VX,1,0,0,0,0,1
LdMLxj,1,1,1,0,0,3
1r2o0Q,1,0,1,0,0,2
bl4QJo,1,0,0,0,0,1
42NV6b,1,0,1,0,0,2
aBrqJv,1,0,0,0,0,1
OABMM7,1,0,1,0,0,2
42NVMb,1,0,1,0,0,2
WApVaj,1,0,1,0,0,2
RzByQ9,1,1,1,0,0,3
OABMM8,1,1,1,0,0,3
42NVlk,1,0,1,0,0,2
XeBP6j,1,1,0,1,0,3
WApVLJ,,,,,,0
eBxWWO,0,0,1,0,0,1
PABJqb,1,1,0,1,0,3
6dQEBB,1,0,1,0,0,2
GrBAEp,1,1,1,0,0,3
xdN5qo,1,1,0,0,0,2
g5N6VO,1,0,0,0,0,1
eBxWXO,1,0,0,0,0,1
KMBKj7,1,0,0,0,0,1
5dqP06,1,1,1,0,0,3
zKQ58a,1,1,1,0,0,3
EPb7RN,1,0,0,0,0,1
DVv685,1,1,1,0,0,3
RzByed,1,0,1,0,0,2
oAVLjV,1,0,0,0,0,1
dY2ery,1,0,0,0,0,1
pLPp2b,1,0,1,0,0,2
QABlN8,1,1,1,0,0,3
GrBAZj,0,0,1,0,0,1
YZzl75,1,0,0,0,0,1
ylq58B,1,1,0,1,0,3
ylq5AB,1,1,0,0,0,2
AlbeR0,1,1,1,1,0,4
dY2eoo,1,1,0,0,0,2
YZzlAd,1,1,1,1,0,4
NAB1NB,1,1,0,0,0,2
aBrqR9,1,1,1,0,0,3
LdMLr1,1,0,1,0,0,2
zKQ5k1,1,0,0,0,0,1
42NVbO,1,1,0,0,0,2
oAVLJ1,1,1,1,1,0,4
jB9AN6,1,0,0,0,0,1
qbE1l7,1,0,0,0,1,2
42NV0X,1,0,0,0,0,1
7d9rrA,0,1,1,1,0,3
5dqPNM,1,1,0,0,0,2
ZdRrbz,1,0,1,0,0,2
vNx5RA,1,1,1,0,0,3
0EjRqN,1,1,1,1,0,4
vNx59Q,1,1,0,0,0,2
EPb72o,1,0,0,0,0,1
dY2eJq,1,0,1,0,0,2
g5N6od,,,,,,0
PABJxb,1,1,0,0,0,2
6dQEEB,1,1,0,0,0,2
6dQE6P,1,1,0,0,0,2
pLPpYq,0,1,1,0,0,2
RzByyJ,1,0,0,0,0,1
XeBP7g,1,1,0,0,0,2
rlrM8l,1,0,1,0,0,2
RzByqd,1,1,1,0,0,3
9dJjKY,1,0,1,0,0,2
RzByNl,0,0,0,0,1,1
VZ1O7J,1,0,0,0,0,1
vNx5kd,1,1,1,1,0,4
8dp4DO,1,0,0,0,0,1
7d9rkA,1,1,0,0,0,2
GrBAAp,1,1,1,0,0,3
rlrMQN,1,1,0,0,0,2
GrBAW2,1,1,0,0,0,2
6dQEqe,1,1,1,0,0,3
RzBypp,1,0,1,0,0,2
zKQ5AR,1,0,1,0,0,2
eBxWg0,1,1,0,0,0,2
jB9AAx,1,0,0,0,0,1
oAVLLV,0,0,0,0,1,1
YZzl6d,1,1,1,0,0,3
g5N6EN,0,0,0,0,1,1
xdN5AG,1,0,0,0,0,1
lNlkp5,1,0,0,0,0,1
ZdRrBy,1,0,1,0,0,2
YZzl2q,1,1,0,0,0,2
rlrM75,1,0,1,0,0,2
zKQ5Ba,0,1,0,0,0,1
0EjRX0,1,1,0,0,0,2
VZ1OgE,1,1,1,0,0,3
9dJjjY,1,1,1,0,0,3
J2kvE4,1,1,1,0,0,3
rlrM4M,1,1,0,0,0,2
1r2oLM,,,,,,0
8dp4Bx,1,1,0,0,1,3
jB9A4a,1,0,0,0,0,1
42NVVO,1,0,1,0,0,2
bl4QRg,1,1,1,1,0,4
pLPpqq,1,0,0,0,0,1
AlbeXk,1,1,1,0,0,3
42NV6O,1,0,0,0,0,1
GrBAM2,1,0,0,0,0,1
LdML4j,1,0,0,0,1,2
42NVeB,1,1,0,0,0,2
QABllp,1,1,0,0,0,2
RzByNJ,1,0,0,0,0,1
oAVLP1,1,1,1,0,0,3
kYRBj1,1,1,1,0,0,3
EPb79q,1,1,0,0,0,2
aBrqMq,1,1,0,0,0,2
GrBAVZ,0,0,1,0,0,1
5dqP7d,1,0,0,0,0,1
kYRBL6,1,1,1,0,0,3
DVv6oR,1,0,0,0,0,1
GrBAGj,1,1,1,0,0,3
24xG9L,1,0,1,0,0,2
lNlkGW,1,0,1,0,0,2
vNx58v,1,0,1,0,0,2
g5N6BN,1,0,0,0,0,1
OABMRK,1,1,0,0,0,2
eBxWVq,1,0,1,0,0,2
g5N621,1,1,1,0,0,3
5dqPJM,1,0,0,1,0,2
7d9ryL,1,0,1,0,0,2
aBrq7E,1,1,0,0,0,2
XeBPa4,1,0,0,0,0,1
kYRBqJ,1,0,0,0,0,1
24xGGL,1,1,0,0,0,2
aBrqqq,1,1,1,1,0,4
VZ1O6v,1,1,1,0,0,3
jB9AjR,1,1,1,1,0,4
AlbeM0,1,1,0,0,0,2
NAB1ZQ,1,0,1,1,0,3
xdN5GG,1,1,1,0,0,3
oAVLJX,0,1,0,1,0,2
lNlkx5,1,0,1,0,1,3
ZdRrqa,1,1,1,0,0,3
OABM28,1,1,1,0,0,3
xdN5by,1,1,0,1,0,3
ylq5Lp,1,0,0,0,0,1
0EjR96,1,1,1,0,0,3
dY2eMA,1,1,1,0,0,3
jB9A4x,1,0,0,0,0,1
42NV5B,1,0,0,0,0,1
oAVLZP,1,1,1,0,0,3
EPb77X,1,0,1,0,0,2
pLPpQV,1,0,0,0,0,1
OABMq7,1,0,1,0,0,2
PABJJ5,1,0,1,0,0,2
1r2oQQ,1,1,1,0,0,3
6dQEoO,1,0,1,0,0,2
24xG6V,1,0,1,0,0,2
lNlkkB,1,0,0,0,0,1
oAVL8e,1,1,0,0,0,2
rlrMz5,1,1,1,1,0,4
42NV0k,1,0,1,0,0,2
MAdpZp,1,1,0,0,0,2
eBxW4E,1,0,1,0,0,2
rlrM4v,1,0,0,0,0,1
OABMx7,1,1,0,1,0,3
OABMZR,1,0,0,0,0,1
GrBAPo,1,1,0,0,0,2
PABJxQ,0,0,1,0,0,1
jB9AKR,1,1,1,0,0,3
QABl98,,,,,,0
xdN55y,,,,,,0
lNlk8B,1,1,0,0,0,2
NAB1kW,1,1,1,0,0,3
PABJQ5,1,0,1,0,0,2
dY2eOz,1,1,0,1,0,3
LdML8G,1,1,0,0,0,2
ylq5O0,0,0,0,0,1,1
9dJjAp,1,1,1,0,0,3
NAB1GW,0,1,1,0,0,2
GrBAGo,1,1,1,0,0,3
7d9rG9,1,0,0,0,0,1
24xGWV,1,0,1,0,0,2
5dqPRP,1,1,1,0,0,3
KMBK9M,1,1,0,0,0,2
kYRB26,1,1,1,0,0,3
ZdRrry,1,0,0,0,0,1
g5N6ld,1,1,1,0,0,3
DVv6Qj,1,0,0,0,0,1
aBrqW9,1,1,0,0,0,2
MAdpxX,1,1,0,0,0,2
rlrM9l,1,0,1,0,0,2
7d9r0P,1,0,1,0,0,2
BGbWRN,1,0,1,0,0,2
BGbWNA,1,1,0,0,0,2
xdN5Wo,1,0,0,0,0,1
9dJjb1,1,0,1,0,0,2
bl4Q1g,1,0,1,0,0,2
9dJjeG,1,0,0,0,0,1
